ro,STATIONS_ID,MESS_DATUM_BEGINN,MESS_DATUM_ENDE,QN_4,MO_N,MO_TT,MO_TX,MO_TN,MO_FK,MX_TX,MX_FX,MX_TN,MO_SD_S,QN_6,MO_RR,MX_RS
10,       3571,20190401,20190430,    3,  -999,   9.36,   15.36,    3.08,-999,  23.8,  -999,  -2.8, 252.05,    3,    26.9,   10.2
11,       3571,20190501,20190531,    3,  -999,  10.15,   15.31,    4.16,-999,  23.2,  -999,  -3.8, 163.25,    3,    81.1,   40.4
12,       3571,20190601,20190630,    3,  -999,  19.87,   26.74,   12.17,-999,  34.7,  -999,   4.8, 325.77,    3,    27.7,   12.3
13,       3571,20190701,20190731,    3,  -999,  19.08,   25.44,   12.32,-999,  35.9,  -999,   3.7, 269.84,    3,    43.4,   16.3
14,       3571,20190801,20190831,    3,  -999,  18.08,   24.61,   11.72,-999,  29.9,  -999,   6.0, 227.05,    3,    55.3,   10.5
15,       3571,20190901,20190930,    3,  -999,  13.03,   19.00,    6.80,-999,  27.4,  -999,  -0.9, 174.02,    3,    65.3,   15.7
16,       3571,20191001,20191031,    1,  -999,   9.40,   14.42,    4.66,-999,  24.6,  -999,  -2.3, 108.32,    1,    54.8,   10.6
17,       3571,20191101,20191130,    1,  -999,   4.41,    6.97,    1.31,-999,  12.5,  -999,  -3.5,  23.38,    1,    41.1,    8.7
18,       3571,20191201,20191231,    1,  -999,   1.71,    4.76,   -1.27,-999,  10.3,  -999,  -7.9,  49.93,    1,    49.3,   10.6
0,       1161,20180601,20180630,    3,  -999,  17.89,   24.35,   11.22,-999,  29.8,  -999,   4.7,-999,    9,    75.8,   19.1
1,       1161,20180701,20180731,    3,  -999,  19.56,   27.17,   11.91,-999,  35.3,  -999,   6.4,-999,    9,    84.4,   54.2
2,       1161,20180801,20180831,    3,  -999,  20.07,   28.15,   12.17,-999,  34.5,  -999,   4.0,-999,    9,    23.3,    9.2
3,       1161,20180901,20180930,    3,  -999,  14.64,   22.34,    8.08,-999,  29.4,  -999,  -1.4,-999,    9,    61.6,   18.1
4,       1161,20181001,20181031,    3,  -999,   9.36,   17.01,    3.36,-999,  24.3,  -999,  -2.6,-999,    3,    33.3,   21.6
5,       1161,20181101,20181130,    3,  -999,   4.17,    7.75,    0.96,-999,  17.0,  -999,  -4.9,-999,    3,    19.8,   10.7
6,       1161,20181201,20181231,    3,  -999,   2.84,    5.25,    0.44,-999,  12.3,  -999,  -5.7,-999,    3,   130.9,   38.6
7,       1161,20190101,20190131,    3,  -999,  -0.28,    2.25,   -3.17,-999,   7.2,  -999, -10.1,-999,    3,    57.0,   13.8
8,       1161,20190201,20190228,    3,  -999,   1.43,    8.48,   -3.86,-999,  17.9,  -999, -11.6,-999,    3,    15.8,    6.0
9,       1161,20190301,20190331,    3,  -999,   5.84,   11.85,   -0.14,-999,  19.0,  -999,  -5.3,-999,    3,    50.8,   12.9
10,       1161,20190401,20190430,    3,  -999,   9.63,   16.85,    2.18,-999,  26.8,  -999,  -1.8,-999,    3,    14.1,    5.9
11,       1161,20190501,20190531,    3,  -999,  10.78,   16.75,    3.93,-999,  24.1,  -999,  -3.1,-999,    3,    72.2,   43.2
12,       1161,20190601,20190630,    3,  -999,  19.53,   27.50,   10.82,-999,  35.4,  -999,   5.5,-999,    3,    37.6,   12.2
13,       1161,20190701,20190731,    3,  -999,  19.60,   27.41,   11.93,-999,  36.9,  -999,   4.2,-999,    3,    79.6,   41.9
14,       1161,20190801,20190831,    3,  -999,  18.49,   25.27,   12.49,-999,  32.4,  -999,   6.7,-999,    3,   138.9,   30.1
15,       1161,20190901,20190930,    3,  -999,  13.59,   20.08,    7.07,-999,  27.9,  -999,   0.1,-999,    3,    27.0,    8.0
16,       1161,20191001,20191031,    1,  -999,   9.86,   15.46,    4.90,-999,  23.6,  -999,  -2.8,-999,    1,    53.2,   16.4
17,       1161,20191101,20191130,    1,  -999,   4.81,    7.91,    1.81,-999,  17.0,  -999,  -3.1,-999,    1,    33.9,    9.3
18,       1161,20191201,20191231,    1,  -999,   1.65,    5.51,   -1.85,-999,  14.0,  -999,  -7.3,-999,    1,    41.7,    6.9
0,       3667,20180601,20180630,    3,  -999,  17.81,   25.16,   10.30,-999,  30.5,  -999,   5.0,-999,    9,    40.3,   32.3
1,       3667,20180701,20180731,    3,  -999,  19.82,   28.20,   10.69,-999,  36.8,  -999,   5.4,-999,    9,    31.2,   10.0
2,       3667,20180801,20180831,    3,  -999,  20.07,   28.68,   11.25,-999,  35.3,  -999,   2.7,-999,    9,    11.7,    5.0
3,       3667,20180901,20180930,    3,  -999,  14.56,   22.94,    7.02,-999,  30.2,  -999,  -3.1,-999,    9,    48.3,   23.4
4,       3667,20181001,20181031,    3,  -999,   9.78,   17.84,    2.94,-999,  26.2,  -999,  -3.9,-999,    3,    33.3,   11.2
5,       3667,20181101,20181130,    3,  -999,   4.70,    8.84,    0.49,-999,  18.1,  -999,  -4.5,-999,    3,    12.3,    5.2
6,       3667,20181201,20181231,    3,  -999,   3.03,    5.74,    0.24,-999,  11.5,  -999,  -6.6,-999,    3,   146.4,   40.3
7,       3667,20190101,20190131,    3,  -999,  -0.19,    2.35,   -2.98,-999,   7.1,  -999, -11.1,-999,    3,    92.1,   12.6
8,       3667,20190201,20190228,    3,  -999,   1.59,    8.85,   -4.04,-999,  18.0,  -999, -12.7,-999,    3,    17.7,    5.2
9,       3667,20190301,20190331,    3,  -999,   5.93,   11.55,    0.25,-999,  19.4,  -999,  -5.0,-999,    3,    65.2,   17.9
10,       3667,20190401,20190430,    3,  -999,   9.87,   17.20,    2.23,-999,  27.2,  -999,  -1.5,-999,    3,    27.7,   11.8
11,       3667,20190501,20190531,    3,  -999,  10.38,   16.80,    3.05,-999,  24.2,  -999,  -4.0,-999,    3,    95.2,   33.8
12,       3667,20190601,20190630,    3,  -999,  19.65,   27.93,   10.73,-999,  35.3,  -999,   3.6,-999,    3,    60.8,   19.2
13,       3667,20190701,20190731,    3,  -999,  19.01,   26.37,   11.25,-999,  36.7,  -999,   1.9,-999,    3,    60.0,   20.3
14,       3667,20190801,20190831,    3,  -999,  18.13,   25.54,   11.28,-999,  31.2,  -999,   5.3,-999,    3,    85.8,   18.2
15,       3667,20190901,20190930,    3,  -999,  13.09,   20.27,    5.73,-999,  26.6,  -999,  -2.4,-999,    3,    25.0,    7.0
16,       3667,20191001,20191031,    1,  -999,   9.88,   15.77,    4.21,-999,  25.2,  -999,  -4.3,-999,    1,    53.3,   12.6
17,       3667,20191101,20191130,    1,  -999,   4.93,    8.49,    1.24,-999,  17.0,  -999,  -4.8,-999,    1,    45.6,   11.8
18,       3667,20191201,20191231,    1,  -999,   2.23,    5.99,   -1.38,-999,  12.9,  -999,  -7.9,-999,    1,    53.0,    8.1
0,       3244,20180601,20180630,    3,  -999,  16.79,   22.69,   10.67,    1.87,  27.0,  16.8,   5.6, 255.38,    9,    93.2,   46.6
1,       3244,20180701,20180731,    3,  -999,  18.56,   24.97,   11.87,-999,  31.9,  12.9,   6.6, 278.82,    9,    58.3,   18.9
2,       3244,20180801,20180831,    3,  -999,  19.11,   26.13,   11.97,-999,  32.1,  16.0,   4.3,-999,-999,-999,   12.4
3,       3244,20180901,20180930,    3,  -999,  14.47,   21.25,    8.18,    1.90,  28.1,  24.6,  -1.4, 235.25,    9,    75.4,   23.1
4,       3244,20181001,20181031,    3,  -999,   9.50,   15.64,    4.03,    2.10,  23.2,  19.3,  -2.3, 160.27,    3,    43.6,   22.9
5,       3244,20181101,20181130,    3,  -999,   3.77,    7.51,    0.49,    1.90,  17.5,  12.6,  -4.7,  79.07,    3,     7.0,    2.7
6,       3244,20181201,20181231,    3,  -999,   2.32,    5.00,   -0.54,    2.52,  11.4,  19.3,  -8.7,  47.32,    3,    75.6,   17.4
7,       3244,20190101,20190131,    3,  -999,  -1.69,    0.83,   -5.03,    2.55,   5.9,  18.2, -15.1,  44.78,    3,-999,   11.2
8,       3244,20190201,20190228,    3,  -999,   2.04,    7.97,   -3.55,    2.18,  16.0,  17.4, -15.6, 175.07,    3,    26.1,    6.7
9,       3244,20190301,20190331,    3,  -999,   5.71,   10.86,    0.68,    2.77,  17.6,  24.2,  -4.3, 172.17,    3,    50.9,   14.8
10,       3244,20190401,20190430,    3,  -999,   8.35,   13.81,    2.23,    2.10,  22.9,  14.9,  -2.2, 176.62,    3,    57.3,   20.8
11,       3244,20190501,20190531,    3,  -999,   9.55,   14.54,    4.44,    2.10,  21.6,  17.2,  -1.9, 150.42,    3,   167.5,   45.5
12,       3244,20190601,20190630,    3,  -999,  18.62,   25.13,   11.43,    1.87,  33.8,  15.9,   6.1, 301.28,    3,    79.6,   21.8
13,       3244,20190701,20190731,    3,  -999,  18.56,   24.67,   12.41,    1.97,  33.0,  16.6,   6.2, 278.65,    3,   114.6,   39.4
14,       3244,20190801,20190831,    3,  -999,  17.72,   23.58,   12.07,    1.94,  30.6,  20.9,   7.8, 232.82,    3,   150.4,   30.2
15,       3244,20190901,20190930,    3,  -999,  13.19,   18.49,    7.61,    2.07,  25.4,  20.9,   1.1, 201.17,    3,    75.3,   16.5
16,       3244,20191001,20191031,    1,  -999,  10.30,   15.27,    5.54,    2.45,  22.8,  15.5,   1.7, 135.78,    1,    92.5,   12.1
17,       3244,20191101,20191130,    1,  -999,   3.98,    7.13,    0.87,    1.97,  15.6,  14.5,  -4.0,  46.33,    1,    38.6,    6.5
18,       3244,20191201,20191231,    1,  -999,   2.19,    5.92,   -1.45,    2.29,  13.2,  22.5,  -6.8,  92.32,    1,    25.9,    5.8
0,        217,20180601,20180630,    3,  -999,  16.82,   22.34,   11.84,-999,  27.5,  -999,   7.9, 254.32,    9,   114.2,   35.2
1,        217,20180701,20180731,    3,  -999,  18.80,   24.57,   13.22,-999,  31.8,  -999,   8.6, 304.35,    9,    86.9,   22.6
2,        217,20180801,20180831,    3,  -999,  19.59,   25.65,   14.05,-999,  32.8,  -999,   6.0, 282.25,    9,   131.9,   34.7
3,        217,20180901,20180930,    3,  -999,  14.74,   20.78,    9.46,-999,  28.4,  -999,  -1.0, 223.22,    9,   114.4,   34.8
4,        217,20181001,20181031,    3,  -999,  10.91,   16.17,    5.99,-999,  25.1,  -999,  -0.8, 187.07,    3,    49.2,   26.4
5,        217,20181101,20181130,    3,  -999,   4.57,    8.43,    1.07,-999,  20.7,  -999,  -5.5, 103.74,    3,    20.3,    8.4
6,        217,20181201,20181231,    3,  -999,   2.51,    5.54,   -0.52,-999,  13.4,  -999,  -8.2,  43.18,    3,    81.5,   14.1
7,        217,20190101,20190131,    3,  -999,  -1.32,    1.14,   -4.03,-999,   7.7,  -999, -11.2,  49.92,    3,   108.5,   28.9
8,        217,20190201,20190228,    3,  -999,   2.64,    7.81,   -2.19,-999,  16.5,  -999, -11.8, 173.68,    3,    56.0,   18.0
9,        217,20190301,20190331,    3,  -999,   6.18,   11.13,    1.33,-999,  17.9,  -999,  -3.6, 161.62,    3,    34.3,   10.3
10,        217,20190401,20190430,    3,  -999,   8.92,   14.22,    3.51,-999,  23.9,  -999,   0.5, 189.30,    3,    72.8,   22.0
11,        217,20190501,20190531,    3,  -999,   9.58,   14.38,    5.27,-999,  21.0,  -999,  -0.1, 151.48,    3,   229.5,   88.3
12,        217,20190601,20190630,    3,  -999,  19.23,   25.36,   12.52,-999,  33.7,  -999,   8.6, 321.42,    3,    51.6,   11.7
13,        217,20190701,20190731,    3,  -999,  18.76,   24.05,   13.31,-999,  32.8,  -999,   7.7, 251.18,    3,   130.3,   36.2
14,        217,20190801,20190831,    3,  -999,  17.98,   23.35,   12.84,-999,  31.0,  -999,   8.1, 210.02,    3,   132.8,   28.7
15,        217,20190901,20190930,    3,  -999,  13.56,   18.32,    8.73,-999,  25.4,  -999,   1.8, 182.52,    3,   127.7,   26.7
16,        217,20191001,20191031,    1,  -999,  11.01,   15.99,    6.18,-999,  24.4,  -999,   1.4, 131.45,    1,   123.9,   19.1
17,        217,20191101,20191130,    1,  -999,   4.55,    7.95,    1.31,-999,  16.9,  -999,  -3.4,  50.32,    1,    35.1,    6.1
18,        217,20191201,20191231,    1,  -999,   3.46,    7.13,   -0.67,-999,  16.7,  -999,  -7.1, 100.32,    1,    49.9,    9.0
0,       5397,20180601,20180630,    3,  3.97,  17.87,   23.90,   11.88,    1.97,  28.9,  16.4,   5.9, 214.93,    9,    70.2,   45.6
1,       5397,20180701,20180731,    3,  3.54,  20.26,   27.26,   12.87,    1.74,  35.1,  14.7,   6.5, 279.05,    9,    33.0,   12.5
2,       5397,20180801,20180831,    3,  4.65,  20.56,   27.83,   13.46,    1.87,  34.3,  18.9,   5.7, 248.07,    9,    29.7,   11.2
3,       5397,20180901,20180930,    3,  -999,  14.67,   21.33,    8.68,    1.53,  28.2,  29.7,  -1.4, 208.90,    9,    55.8,   14.4
4,       5397,20181001,20181031,    3,  -999,  10.17,   16.26,    4.95,    1.87,  24.5,  19.5,  -1.2, 161.15,    3,    25.8,   10.8
5,       5397,20181101,20181130,    3,  6.47,   4.15,    7.03,    1.27,    1.73,  14.1,  19.8,  -5.8,  54.45,    3,    13.2,    9.0
6,       5397,20181201,20181231,    3,  7.46,   2.06,    4.02,   -0.03,    2.10,  10.9,  15.7,  -4.8,   9.32,    3,   125.7,   27.6
7,       5397,20190101,20190131,    3,  7.12,  -0.77,    1.30,   -3.36,    2.23,   6.0,  19.4, -10.7,  33.87,    3,    56.2,    7.7
8,       5397,20190201,20190228,    3,  5.50,   1.67,    7.31,   -3.20,    1.71,  16.9,  14.9, -12.0, 114.57,    3,    20.8,   13.7
9,       5397,20190301,20190331,    3,  6.12,   5.85,   10.57,    1.76,    2.26,  18.7,  25.5,  -3.1, 114.27,    3,    71.9,   16.5
10,       5397,20190401,20190430,    3,  4.29,   9.75,   15.73,    3.85,    2.33,  24.4,  22.0,  -2.1, 237.32,    3,    38.0,   17.6
11,       5397,20190501,20190531,    3,  6.33,  10.55,   15.68,    5.25,    1.90,  22.3,  15.9,  -2.7, 146.72,    3,    91.6,   27.3
12,       5397,20190601,20190630,    3,  3.95,  20.63,   27.45,   12.85,    1.97,  36.0,  14.6,   6.4, 312.28,    3,    27.3,   12.6
13,       5397,20190701,20190731,    3,  4.99,  19.75,   26.22,   13.17,    1.94,  36.2,  13.2,   5.9, 253.78,    3,    35.7,   19.9
14,       5397,20190801,20190831,    3,  -999,  18.92,   24.95,   13.29,-999,  30.6,  11.4,   7.7, 221.55,    3,    78.6,   17.8
15,       5397,20190901,20190930,    3,  5.54,  13.73,   19.25,    8.28,    1.77,  28.5,  18.6,   0.9, 159.32,    3,    69.3,   17.5
16,       5397,20191001,20191031,    1,  6.16,   9.92,   14.50,    5.65,    1.71,  25.4,  12.6,  -2.6, 116.23,    1,    66.8,   14.4
17,       5397,20191101,20191130,    1,  7.18,   4.68,    7.25,    1.94,    1.97,  12.6,  15.4,  -3.2,  28.45,    1,    32.7,    8.4
18,       5397,20191201,20191231,    1,  6.73,   1.98,    4.75,   -0.66,    1.81,  10.2,  19.1,  -7.2,  39.62,    1,    41.2,    8.4
0,       7412,20180601,20180630,    3,  5.31,  17.50,   23.16,   11.91,    1.83,  28.1,  11.9,   6.1, 214.53,    9,    47.1,   28.1
1,       7412,20180701,20180731,    3,  4.02,  19.78,   27.47,   12.20,    1.68,  34.8,  12.5,   8.0, 314.85,    9,    40.1,   13.6
2,       7412,20180801,20180831,    3,  4.55,  19.46,   27.04,   11.92,    1.90,  35.1,  23.8,   3.5, 251.38,    9,    17.1,    5.2
3,       7412,20180901,20180930,    3,  5.00,  13.95,   21.80,    7.23,    1.60,  29.6,  18.9,  -1.5, 211.28,    9,    51.1,   16.6
4,       7412,20181001,20181031,    3,  5.08,   9.68,   16.24,    4.27,    1.81,  24.4,  16.4,  -1.7, 166.35,    3,    22.3,    5.8
5,       7412,20181101,20181130,    3,  6.58,   4.82,    7.53,    2.07,    2.07,  14.7,  14.6,  -4.6,  58.12,    3,    21.0,    3.8
6,       7412,20181201,20181231,    3,  7.48,   3.23,    5.50,    0.88,    2.48,  12.2,  18.8,  -5.8,  16.42,    3,   154.2,   40.6
7,       7412,20190101,20190131,    3,  6.90,  -0.02,    2.07,   -2.48,    2.32,   7.5,  17.3, -12.4,  29.53,    3,   106.2,   21.3
8,       7412,20190201,20190228,    3,  5.52,   2.74,    8.58,   -1.92,    1.75,  19.0,  19.1,  -4.6, 128.88,    3,    26.9,   16.5
9,       7412,20190301,20190331,    3,  6.00,   6.17,   10.90,    1.25,    2.55,  18.6,  25.2,  -4.2, 112.92,    3,   158.8,   57.1
10,       7412,20190401,20190430,    3,  4.85,   9.50,   15.26,    3.31,    2.27,  24.3,  21.1,  -2.5, 212.22,    3,    43.1,   16.9
11,       7412,20190501,20190531,    3,  6.11,  10.43,   15.67,    4.90,    1.87,  23.0,  14.8,  -3.0, 179.43,    3,   133.8,   48.6
12,       7412,20190601,20190630,    3,  4.17,  18.69,   25.81,   11.17,    1.97,  34.0,  22.1,   4.9, 294.93,    3,    46.9,   10.5
13,       7412,20190701,20190731,    3,  4.78,  18.63,   25.29,   11.45,    1.74,  37.2,  12.4,   3.8, 273.23,    3,    19.2,    5.6
14,       7412,20190801,20190831,    3,  4.99,  18.45,   25.57,   11.84,    1.74,  32.0,  15.0,   6.1, 218.77,    3,    31.8,   10.2
15,       7412,20190901,20190930,    3,  5.27,  13.29,   19.11,    7.23,    1.90,  25.0,  24.5,   0.1, 173.92,    3,    65.6,   13.0
16,       7412,20191001,20191031,    1,  6.47,  10.18,   14.59,    5.93,    2.10,  24.3,  14.9,  -3.1,  86.32,    1,   110.7,   27.0
17,       7412,20191101,20191130,    1,  7.54,   4.81,    7.30,    2.10,    1.93,  14.8,  17.8,  -3.2,  28.65,    1,   108.6,   28.4
18,       7412,20191201,20191231,    1,  6.73,   2.83,    6.11,   -0.07,    2.00,  14.4,  21.3,  -7.3,  54.13,    1,   123.8,   20.9
0,       4104,20180601,20180630,    3,  4.60,  19.15,   26.17,   13.00,    1.93,  31.2,  16.0,   7.3, 222.20,    9,    48.6,   16.6
1,       4104,20180701,20180731,    3,  4.34,  20.81,   29.48,   13.45,    1.84,  38.2,  13.4,   7.7, 265.03,    9,    55.3,   17.4
2,       4104,20180801,20180831,    3,  -999,  21.27,   29.68,   14.45,    1.81,  37.9,  14.8,   8.2, 245.83,    9,    89.8,   26.5
3,       4104,20180901,20180930,    3,  -999,  15.34,   22.95,    9.62,    1.53,  30.2,  20.0,  -0.3, 196.07,    9,    55.0,   16.4
4,       4104,20181001,20181031,    3,  -999,  10.72,   17.52,    5.48,    2.03,  24.5,  19.3,  -0.5, 166.95,    3,    46.2,   25.9
5,       4104,20181101,20181130,    3,  -999,   4.62,    7.85,    2.01,    1.97,  19.0,  13.0,  -3.6,  49.89,    3,    27.8,   16.2
6,       4104,20181201,20181231,    3,  -999,   2.42,    4.65,    0.27,    2.39,  12.0,  19.1,  -7.2,  19.12,    3,   134.0,   45.4
7,       4104,20190101,20190131,    3,  7.11,  -0.13,    2.56,   -2.73,    2.45,   7.7,  18.2,  -9.4,  39.13,    3,    57.8,   10.6
8,       4104,20190201,20190228,    3,  -999,   1.99,    7.98,   -2.71,    2.00,  18.6,  21.4,  -8.4, 124.45,    3,    33.0,   20.3
9,       4104,20190301,20190331,    3,  5.98,   6.98,   13.28,    2.07,    2.58,  20.9,  25.8,  -3.0, 135.52,    3,    48.0,    9.9
10,       4104,20190401,20190430,    3,  5.03,  10.82,   18.64,    4.05,    2.10,  27.6,  16.4,   0.0, 228.26,    3,    20.8,   10.0
11,       4104,20190501,20190531,    3,  -999,  11.66,   18.06,    6.00,-999,  25.4,  13.4,  -1.6, 147.05,    3,    65.2,   25.9
12,       4104,20190601,20190630,    3,  3.89,  21.11,   28.91,   13.55,    1.90,  36.5,  15.5,   8.2, 298.65,    3,    99.1,   74.8
13,       4104,20190701,20190731,    3,  -999,  20.70,   28.94,   13.94,    1.84,  38.9,  22.0,   6.3, 239.63,    3,    45.8,   17.9
14,       4104,20190801,20190831,    3,  5.36,  19.79,   26.71,   14.25,    1.71,  33.1,  24.6,   9.0, 215.30,    3,    93.6,   18.7
15,       4104,20190901,20190930,    3,  5.65,  14.74,   21.62,    9.27,    1.83,  30.8,  19.4,   1.7, 155.52,    3,    46.2,   16.0
16,       4104,20191001,20191031,    1,  6.51,  10.56,   15.55,    6.70,    1.94,  24.0,  14.2,  -1.9,  95.60,    1,    56.3,   14.7
17,       4104,20191101,20191130,    1,  7.36,   4.93,    8.03,    2.38,    1.97,  14.0,  12.2,  -3.2,  40.77,    1,    29.0,    8.7
18,       4104,20191201,20191231,    1,  6.69,   2.27,    5.63,   -0.56,    1.94,  14.1,  21.3,  -6.8,  57.38,    1,    36.9,    8.4
0,        282,20180601,20180630,    3,  -999,  18.76,   25.03,   11.77,-999,  30.0,  16.0,   4.7, 218.66,    9,    45.7,   40.1
1,        282,20180701,20180731,    3,  3.64,  20.58,   28.55,   11.63,    1.68,  37.9,  13.8,   6.5, 301.95,    9,    23.6,   10.6
2,        282,20180801,20180831,    3,  3.61,  20.72,   28.59,   11.76,    1.84,  35.9,  20.4,   2.8, 249.83,    9,     6.1,    3.5
3,        282,20180901,20180930,    3,  -999,  14.78,   23.33,    7.40,    1.70,  30.8,  27.3,  -2.3, 215.23,    9,    37.7,   16.4
4,        282,20181001,20181031,    3,  -999,   9.75,   18.04,    2.75,    1.71,  25.9,  16.0,  -4.5, 163.62,    3,    12.1,    4.5
5,        282,20181101,20181130,    3,  -999,   5.19,    9.58,    0.55,    1.73,  18.7,  14.3,  -4.8,  71.03,    3,    11.1,    4.0
6,        282,20181201,20181231,    3,  7.14,   3.85,    6.25,    0.64,    2.29,  12.9,  17.9,  -5.4,  19.38,    3,   103.7,   25.8
7,        282,20190101,20190131,    3,  6.66,   0.88,    3.29,   -2.18,    2.35,   8.4,  17.4, -12.3,  41.90,    3,    46.1,    8.8
8,        282,20190201,20190228,    3,  5.25,   2.15,    9.22,   -3.60,    1.68,  17.6,  17.0,  -7.1, 128.52,    3,    11.7,    4.7
9,        282,20190301,20190331,    3,  5.66,   6.85,   12.29,    1.57,    2.45,  20.5,  24.6,  -4.6, 116.47,    3,    58.4,   13.2
10,        282,20190401,20190430,    3,  4.22,  10.83,   17.62,    2.89,    2.20,  27.4,  20.4,  -1.8, 231.58,    3,    35.2,   15.2
11,        282,20190501,20190531,    3,  5.68,  11.25,   17.11,    4.61,    1.97,  23.6,  13.4,  -2.3, 154.25,    3,    87.1,   23.7
12,        282,20190601,20190630,    3,  3.86,  20.42,   28.12,   12.25,    1.77,  35.8,  17.9,   5.2, 309.70,    3,    28.9,    5.4
13,        282,20190701,20190731,    3,  4.83,  19.73,   27.01,   11.91,    1.74,  38.2,  10.6,   4.3, 256.08,    3,    44.6,    8.6
14,        282,20190801,20190831,    3,  4.81,  18.76,   26.23,   11.52,    1.52,  31.6,  12.9,   6.6, 225.68,    3,    67.2,   38.1
